name,prompt,negative_prompt
"Aesthetic | Tattoo","tattoo aesthetic, tattoo imagery, ink-focused, tattoo appreciation, tattoo aesthetics, tattoo culture, tattoo lifestyle, ink-themed, tattoo appreciation, tattoo-centric, ink-focused, tattoo lifestyle","unmarked, clean skin, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Techwear","techwear aesthetic, functional urban clothing, technical fabrics, modular design, futuristic aesthetic, professional-grade execution, practical innovation","signature, watermark, low quality, JPEG artifacts, off-center, deformed, cropped, worst quality"
"Aesthetic | Tempestcore","tempestcore aesthetic, tempest imagery, storm-focused, tempest appreciation, tempest aesthetics, tempest culture, tempest lifestyle, storm-themed, storm appreciation, storm-centric, tempest-focused, tempest lifestyle","calm, peaceful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Terrorcore","terrorcore aesthetic, terror imagery, fear-focused, terror appreciation, terrifying aesthetics, terror culture, terror lifestyle, fear-themed, fear appreciation, fear-centric, terror-focused, terror lifestyle","calm, peaceful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Texturecore","texturecore aesthetic, texture-focused imagery, tactile and visual surfaces, abstract composition, material exploration, pattern and repetition, organic and synthetic textures, sensory appeal, monochrome or colorful textures, detailed and layered, haptic visualization, rich and immersive","smooth, flat, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, simple, uniform"
"Aesthetic | Thicccore","thicccore aesthetic, curvy imagery, full-figured-focused, curvy appreciation, curvy aesthetics, curvy culture, curvy lifestyle, curvy-themed, curvy appreciation, curvy-centric, full-figured-focused, curvy lifestyle","thin, skinny, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Thundercore","thunder core aesthetic, thunderstorm imagery, booming thunder, dramatic lightning strikes, powerful atmospheric electricity, dark storm clouds, intense energy release, awe-inspiring power, dramatic sky displays, raw weather force, electrifying moments, nature's fury, dynamic spectacle","calm, quiet, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, peaceful, gentle"
"Aesthetic | Tidalcore","tidalcore aesthetic, tidal imagery, ocean tides, water movement, tidal-focused, tidal appreciation, tidal aesthetics, tidal culture, tidal lifestyle, water movement-themed, water movement appreciation, water movement-centric","dry, still water, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Tigercore","tigercore aesthetic, tiger imagery, striped cats, tiger appreciation, tiger aesthetics, tiger culture, tiger lifestyle, tiger-themed, tiger appreciation, tiger-centric, striped-focused, tiger lifestyle","other big cats, spotted, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Timecore","timecore aesthetic, time imagery, temporal-focused, time appreciation, temporal aesthetics, time culture, temporal lifestyle, time-themed, time appreciation, time-centric, temporal-focused, time lifestyle","static, timeless, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Tiredcore","tiredcore aesthetic, tired imagery, fatigue-focused, tired appreciation, tired aesthetics, tired culture, tired lifestyle, fatigue-themed, fatigue appreciation, fatigue-centric, tired-focused, tired lifestyle","energetic, awake, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Tobaccocore","tobaccocore aesthetic, tobacco imagery, smoking-focused, tobacco appreciation, tobacco aesthetics, tobacco culture, tobacco lifestyle, smoking-themed, smoking appreciation, smoking-centric, tobacco-focused, tobacco lifestyle","nonsmoking, healthy, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Tomatocore","tomatocore aesthetic, tomato imagery, red fruit, tomato appreciation, tomato aesthetics, tomato culture, tomato lifestyle, tomato-themed, tomato appreciation, tomato-centric, red fruit-focused, tomato lifestyle","non-tomato, green, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Transcendencecore","transcendencecore aesthetic, transcendence imagery, spiritual transcendence, transcendence appreciation, transcendence aesthetics, transcendence culture, transcendence lifestyle, spiritual-themed, transcendence appreciation, transcendence-centric, spiritual-focused, transcendence lifestyle","materialistic, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Trashcore","trashcore aesthetic, trash imagery, garbage-focused, trash appreciation, trash aesthetics, trash culture, trash lifestyle, garbage-themed, garbage appreciation, garbage-centric, trash-focused, trash lifestyle","clean, pristine, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Treecore","treecore aesthetic, tree imagery, arboreal-focused, tree appreciation, tree aesthetics, tree culture, tree lifestyle, arboreal-themed, arboreal appreciation, arboreal-centric, tree-focused, tree lifestyle","urban, concrete, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Trendcore","trendcore aesthetic, trend imagery, trendy-focused, trend appreciation, trendy aesthetics, trend culture, trendy lifestyle, trend-themed, trend appreciation, trend-centric, trendy-focused, trend lifestyle","outdated, unfashionable, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Trickcore","trickcore aesthetic, trick imagery, prank-focused, trick appreciation, trick aesthetics, trick culture, trick lifestyle, prank-themed, prank appreciation, prank-centric, trick-focused, trick lifestyle","serious, honest, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Trollcore","trollcore aesthetic, troll imagery, internet troll, troll-focused, troll appreciation, troll aesthetics, troll culture, troll lifestyle, internet-themed, internet appreciation, internet-centric, troll lifestyle","innocent, genuine, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | VSCO Girl","VSCO girl aesthetic, casual beachy vibes, scrunchies and hydro flasks, oversized t-shirts, shell necklaces, natural makeup, eco-conscious lifestyle, sunny California energy, relaxed and friendly, youthful optimism","formal, dark, edgy, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Vampiricore","vampiricore aesthetic, vampire imagery, blood-focused, vampire appreciation, vampiric aesthetics, vampire culture, vampiric lifestyle, blood-themed, blood appreciation, blood-centric, vampire-focused, vampire lifestyle","human, mortal, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Vaporwave","Vaporwave art style, nostalgic and surreal aesthetic, 80s and 90s retro imagery, glitch art elements, pastel colors, dreamy and ethereal atmosphere","Signature, watermark, ugly, off-center, deformed, cropped, frame, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Vegetablecore","vegetablecore aesthetic, vegetable imagery, plant-based, vegetable appreciation, vegetable aesthetics, vegetable culture, vegetable lifestyle, plant-based-themed, vegetable appreciation, vegetable-centric, plant-focused, vegetable lifestyle","meat, animal-based, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Voidcore","voidcore aesthetic, existential emptiness, deep blacks and grays, minimalist composition, isolating atmosphere, cosmic dread, abstract nothingness, psychological unease, liminal void spaces, silent and vast, contemplative darkness","colorful, busy, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Voidcore Expanded","voidcore aesthetic expanded, existential emptiness, deep blacks and grays, minimalist composition, isolating atmosphere, cosmic dread, abstract nothingness, psychological unease, liminal void spaces, silent and vast, contemplative darkness, infinite abyss, existential philosophy, stark minimalism, profound silence, negative space as subject, conceptual emptiness","colorful, busy, cheerful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, detailed, filled"
"Aesthetic | Watercore","watercore aesthetic, flowing water imagery, rivers and streams, ocean waves, rain droplets, fluid motion, calming blue tones, reflective surfaces, cleansing and renewing, meditative flow, liquid grace","dry, dusty, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Weathercore","weathercore aesthetic, weather imagery, meteorological-focused, weather appreciation, weather aesthetics, weather culture, weather lifestyle, meteorological-themed, meteorological appreciation, meteorological-centric, weather-focused, weather lifestyle","indoor, static, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | Weirdcore","weirdcore aesthetic, surreal and unsettling imagery, low-quality digital artifacts, nostalgic early internet visuals, distorted text, dreamlike unease, liminal spaces, amateur photography aesthetic, grainy textures, cryptic messaging, psychological discomfort, internet nostalgia, lo-fi digital art","high quality, professional, polished, photorealistic, signature, watermark, ugly, deformed, worst quality, lowres, JPEG artifacts, clean, sharp"
"Aesthetic | Weirdcore Expanded","weirdcore aesthetic expanded, surreal and unsettling imagery, low-quality digital artifacts, nostalgic early internet visuals, distorted text overlays, dreamlike unease, liminal spaces, amateur photography aesthetic, grainy textures, cryptic messaging, psychological discomfort, internet nostalgia, lo-fi digital art, MS Paint aesthetics, compressed JPEG artifacts, glitchy text, abandoned websites, dial-up era nostalgia, eerie emptiness","high quality, professional, polished, photorealistic, signature, watermark, ugly, deformed, worst quality, lowres, JPEG artifacts, clean, sharp"
"Aesthetic | Whimsical","whimsical aesthetic, whimsical imagery, playful-focused, whimsical appreciation, whimsical aesthetics, whimsical culture, whimsical lifestyle, playful-themed, playfulness appreciation, playfulness-centric, whimsical-focused, whimsical lifestyle","serious, mundane, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts"
"Aesthetic | White Gothic","white gothic aesthetic, ethereal and haunting, pale color palette, ivory and bone tones, delicate lace and veils, gothic architecture in white marble, ghostly atmosphere, romantic melancholy, cathedral light, spectral elegance, Victorian mourning aesthetics, porcelain textures, soft shadows, dreamlike sorrow, luminous darkness","dark, black, colorful, photorealistic, signature, watermark, ugly, deformed, worst quality, low quality, lowres, JPEG artifacts, cheerful, vibrant"
